trialType,riskyHigh,riskyLow,EVrisky,varRisky,Vsafe,EVriskyMinusVsafe,chooseRisky,choseSafe,SVrisky,SVdiff,subject,condition,EVdiffMC,condMC,EVcond_int_MC
2,25,-22,1.5,47,0,1.5,1,0,26.3459863198016,26.3459863198016,7,1,0.712781098775975,0.499573014517506,0.31208700731673
3,0,-100,-50,100,-20,-30,0,1,-1474.13159102577,-1454.13159102577,7,1,-30.787218901224,0.499573014517506,-15.4244629499847
3,0,-47,-23.5,47,-15,-8.5,0,1,-94.8556972472758,-79.8556972472758,7,1,-9.28721890122402,0.499573014517506,-4.68364313785833
2,15,-17,-1,32,0,-1,1,0,7.77719091436575,7.77719091436575,7,1,-1.78721890122402,0.499573014517506,-0.936845528977036
1,42,0,21,42,25,-4,1,0,25.2374041090516,0.237404109051589,7,1,-4.78721890122403,0.499573014517506,-2.43556457252956
1,25,0,12.5,25,15,-2.5,0,1,13.9274184450167,-1.07258155498326,7,1,-3.28721890122402,0.499573014517506,-1.6862050507533
3,0,-56,-28,56,-20,-8,0,1,-154.446467710971,-134.446467710971,7,1,-8.78721890122402,0.499573014517506,-4.43385663059958
3,0,-20,-10,20,-10,0,0,1,-17.1828182845905,-7.18281828459046,7,1,-0.787218901224025,0.499573014517506,-0.43727251445953
1,108,0,54,108,30,24,1,0,88.4868720231269,58.4868720231269,7,1,23.212781098776,0.499573014517506,11.5524798339606
1,47,0,23.5,47,15,8.5,1,0,28.8869983376154,13.8869983376154,7,1,7.71278109877597,0.499573014517506,3.80909810893927
3,0,-126,-63,126,-30,-33,0,1,-5435.7191012593,-5405.7191012593,7,1,-33.787218901224,0.499573014517506,-16.9231819935372
2,40,-80,-20,120,0,-20,1,0,92.4900891158108,92.4900891158108,7,1,-20.787218901224,0.499573014517506,-10.4287328048097
1,33,0,16.5,33,15,1.5,0,1,19.0465613330824,4.0465613330824,7,1,0.712781098775975,0.499573014517506,0.31208700731673
1,54,0,27,54,15,12,1,0,34.2641589872079,19.2641589872079,7,1,11.212781098776,0.499573014517506,5.55760365975055
3,0,-33,-16.5,33,-15,-1.5,1,0,-21.7355574875569,-6.73555748755687,8,0,-2.28721890122402,-0.500426985482494,1.10058686498824
1,30,0,15,30,15,0,1,0,14.3448024547953,-0.655197545204688,8,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,36,0,18,36,20,-2,0,1,17.0620672615942,-2.93793273840582,8,0,-2.78721890122402,-0.500426985482494,1.35080035772948
2,55,-55,0,110,0,0,1,0,17.9814114176478,17.9814114176478,8,0,-0.787218901224025,-0.500426985482494,0.349946386764496
2,15,-3,6,18,0,6,1,0,6.71131131745565,6.71131131745565,8,0,5.21278109877597,-0.500426985482494,-2.65261552613047
3,0,-25,-12.5,25,-15,2.5,1,0,-15.3695218012897,-0.369521801289702,8,0,1.71278109877598,-0.500426985482494,-0.901121076941739
1,46,0,23,46,25,-2,0,1,21.4835513757003,-3.51644862429973,8,0,-2.78721890122402,-0.500426985482494,1.35080035772948
3,0,-20,-10,20,-10,0,0,1,-11.7852426354987,-1.78524263549866,8,0,-0.787218901224025,-0.500426985482494,0.349946386764496
2,25,-34,-4.5,59,0,-4.5,1,0,0.411771660977911,0.411771660977911,8,0,-5.28721890122403,-0.500426985482494,2.60186782143572
1,74,0,37,74,30,7,0,1,33.1807726108901,3.18077261089013,8,0,6.21278109877597,-0.500426985482494,-3.15304251161296
2,25,-13,6,38,0,6,1,0,8.44474044273495,8.44474044273495,8,0,5.21278109877597,-0.500426985482494,-2.65261552613047
1,125,0,62.5,125,25,37.5,0,1,52.118453534838,27.118453534838,8,0,36.712781098776,-0.500426985482494,-18.416065568829
2,40,-80,-20,120,0,-20,0,1,-0.756824953087115,-0.756824953087115,8,0,-20.787218901224,-0.500426985482494,10.3584860964144
3,0,-63,-31.5,63,-15,-16.5,0,1,-54.3786031415607,-39.3786031415607,8,0,-17.287218901224,-0.500426985482494,8.60699164722564
1,84,0,42,84,20,22,0,1,37.125876988509,17.125876988509,8,0,21.212781098776,-0.500426985482494,-10.6594472938504
3,0,-79,-39.5,79,-25,-14.5,0,1,-79.3609816977773,-54.3609816977773,8,0,-15.287218901224,-0.500426985482494,7.60613767626065
3,0,-36,-18,36,-10,-8,0,1,-24.3408920719525,-14.3408920719525,8,0,-8.78721890122402,-0.500426985482494,4.35336227062444
1,46,0,23,46,25,-2,0,1,21.4835513757003,-3.51644862429973,8,0,-2.78721890122402,-0.500426985482494,1.35080035772948
1,50,0,25,50,30,-5,1,0,23.2153372624904,-6.78466273750964,8,0,-5.78721890122403,-0.500426985482494,2.85208131417696
3,0,-105,-52.5,105,-25,-27.5,0,1,-136.423624097562,-111.423624097562,8,0,-28.287218901224,-0.500426985482494,14.1116884875331
3,0,-126,-63,126,-30,-33,0,1,-203.382245631197,-173.382245631197,8,0,-33.787218901224,-0.500426985482494,16.8640369076868
1,72,0,36,72,20,16,1,0,32.3774496877534,12.3774496877534,8,0,15.212781098776,-0.500426985482494,-7.6568853809554
1,108,0,54,108,30,24,1,0,46.1249596033596,16.1249596033596,8,0,23.212781098776,-0.500426985482494,-11.6603012648154
3,0,-50,-25,50,-10,-15,0,1,-38.2981540153896,-28.2981540153896,8,0,-15.787218901224,-0.500426985482494,7.8563511690019
2,75,-58,8.5,133,0,8.5,0,1,38.3618258690461,38.3618258690461,8,0,7.71278109877597,-0.500426985482494,-3.9036829898367
3,0,-63,-31.5,63,-15,-16.5,0,1,-54.3786031415607,-39.3786031415607,8,0,-17.287218901224,-0.500426985482494,8.60699164722564
1,36,0,18,36,10,8,1,0,17.0620672615942,7.06206726159418,8,0,7.21278109877597,-0.500426985482494,-3.65346949709545
1,42,0,21,42,15,6,1,0,19.7308588694307,4.73085886943065,8,0,5.21278109877597,-0.500426985482494,-2.65261552613047
3,0,-56,-28,56,-25,-3,0,1,-45.3057609164894,-20.3057609164894,8,0,-3.78721890122402,-0.500426985482494,1.85122734321198
1,79,0,39.5,79,25,14.5,0,1,35.1681186637317,10.1681186637317,8,0,13.712781098776,-0.500426985482494,-6.90624490273166
2,15,-12,1.5,27,0,1.5,0,1,2.58132662438203,2.58132662438203,8,0,0.712781098775975,-0.500426985482494,-0.400694091459245
3,0,-47,-23.5,47,-15,-8.5,1,0,-35.0386954209379,-20.0386954209379,8,0,-9.28721890122402,-0.500426985482494,4.60357576336569
2,40,-40,0,80,0,0,1,0,9.36337523919165,9.36337523919165,8,0,-0.787218901224025,-0.500426985482494,0.349946386764496
2,25,-50,-12.5,75,0,-12.5,0,1,-4.53063213173224,-4.53063213173224,8,0,-13.287218901224,-0.500426985482494,6.60528370529567
3,0,-50,-25,50,-10,-15,0,1,-38.2981540153896,-28.2981540153896,8,0,-15.787218901224,-0.500426985482494,7.8563511690019
2,15,-15,0,30,0,0,1,0,1.29696127942442,1.29696127942442,8,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,40,0,20,40,20,0,1,0,18.8465938804737,-1.15340611952625,8,0,-0.787218901224025,-0.500426985482494,0.349946386764496
3,0,-63,-31.5,63,-15,-16.5,0,1,-54.3786031415607,-39.3786031415607,8,0,-17.287218901224,-0.500426985482494,8.60699164722564
2,40,-31,4.5,71,0,4.5,0,1,12.3563676723523,12.3563676723523,8,0,3.71278109877598,-0.500426985482494,-1.90197504790673
3,0,-63,-31.5,63,-15,-16.5,0,1,-54.3786031415607,-39.3786031415607,8,0,-17.287218901224,-0.500426985482494,8.60699164722564
3,0,-108,-54,108,-30,-24,0,1,-24.1025421586708,5.89745784132922,8,1,-24.787218901224,0.499573014517506,-12.4270248628797
3,0,-17,-8.5,17,-10,1.5,1,0,-7.34232106339191,2.65767893660809,8,1,0.712781098775975,0.499573014517506,0.31208700731673
3,0,-105,-52.5,105,-25,-27.5,0,1,-23.8739733205201,1.12602667947985,8,1,-28.287218901224,0.499573014517506,-14.175530413691
1,33,0,16.5,33,15,1.5,0,1,15.8756747838905,0.875674783890512,8,1,0.712781098775975,0.499573014517506,0.31208700731673
2,55,-55,0,110,0,0,1,0,-9.15765515797553,-9.15765515797553,8,1,-0.787218901224025,0.499573014517506,-0.43727251445953
2,15,-12,1.5,27,0,1.5,1,0,0.951122555413186,0.951122555413186,8,1,0.712781098775975,0.499573014517506,0.31208700731673
3,0,-84,-42,84,-30,-12,1,0,-21.8850295385073,8.1149704614927,8,1,-12.787218901224,0.499573014517506,-6.43214868866961
3,0,-74,-37,74,-30,-7,1,0,-20.6450791486251,9.3549208513749,8,1,-7.78721890122403,0.499573014517506,-3.93428361608207
2,75,-150,-37.5,225,0,-37.5,1,0,-91.4359385648936,-91.4359385648936,8,1,-38.287218901224,0.499573014517506,-19.171260558866
2,25,-9,8,34,0,8,1,0,6.98395178498851,6.98395178498851,8,1,7.21278109877597,0.499573014517506,3.55931160168052
1,126,0,63,126,30,33,1,0,54.5195327903781,24.5195327903781,8,1,32.212781098776,0.499573014517506,16.0486369646182
3,0,-126,-63,126,-30,-33,1,0,-25.2464319273991,4.75356807260086,8,1,-33.787218901224,0.499573014517506,-16.9231819935372
3,0,-60,-30,60,-30,0,0,1,-18.496533669904,11.503466330096,8,1,-0.787218901224025,0.499573014517506,-0.43727251445953
2,25,-19,3,44,0,3,1,0,1.54499155756577,1.54499155756577,8,1,2.21278109877598,0.499573014517506,1.06144652909299
1,67,0,33.5,67,30,3.5,1,0,30.9928712957674,0.992871295767365,8,1,2.71278109877598,0.499573014517506,1.31123303635174
1,28,0,14,28,10,4,1,0,13.5487866897067,3.54878668970669,8,1,3.21278109877598,0.499573014517506,1.5610195436105
2,15,-5,5,20,0,5,1,0,4.63452339793791,4.63452339793791,8,1,4.21278109877597,0.499573014517506,2.060592558128
2,40,-8,16,48,0,16,1,0,13.6834569674147,13.6834569674147,8,1,15.212781098776,0.499573014517506,7.55589571782057
1,28,0,14,28,10,4,1,0,13.5487866897067,3.54878668970669,8,1,3.21278109877598,0.499573014517506,1.5610195436105
2,55,-74,-9.5,129,0,-9.5,0,1,-23.1545182544868,-23.1545182544868,8,1,-10.287218901224,0.499573014517506,-5.18321615237584
2,15,-12,1.5,27,0,1.5,0,1,0.951122555413186,0.951122555413186,8,1,0.712781098775975,0.499573014517506,0.31208700731673
2,15,-13,1,28,0,1,0,1,0.412179671557396,0.412179671557396,8,1,0.212781098775975,0.499573014517506,0.0623005000579769
1,50,0,25,50,30,-5,0,1,23.5854248519102,-6.41457514808982,8,1,-5.78721890122403,0.499573014517506,-2.93513758704706
3,0,-36,-18,36,-20,2,1,0,-13.3187032723954,6.68129672760456,8,1,1.21278109877598,0.499573014517506,0.561873514575483
1,79,0,39.5,79,25,14.5,1,0,36.0461030054263,11.0461030054263,8,1,13.712781098776,0.499573014517506,6.80653619604431
1,28,0,14,28,10,4,0,1,13.5487866897067,3.54878668970669,8,1,3.21278109877598,0.499573014517506,1.5610195436105
2,15,-12,1.5,27,0,1.5,0,1,0.951122555413186,0.951122555413186,8,1,0.712781098775975,0.499573014517506,0.31208700731673
3,0,-54,-27,54,-15,-12,0,1,-17.4000806839315,-2.40008068393146,8,1,-12.787218901224,0.499573014517506,-6.43214868866961
1,79,0,39.5,79,25,14.5,0,1,36.0461030054263,11.0461030054263,8,1,13.712781098776,0.499573014517506,6.80653619604431
1,32,0,16,32,10,6,1,0,15.4124845968599,5.41248459685987,8,1,5.21278109877597,0.499573014517506,2.56016557264551
1,105,0,52.5,105,25,27.5,0,1,46.5173665960732,21.5173665960732,8,1,26.712781098776,0.499573014517506,13.3009853847719
1,25,0,12.5,25,10,2.5,1,0,12.1394569308391,2.13945693083907,8,1,1.71278109877598,0.499573014517506,0.811660021834236
3,0,-27,-13.5,27,-15,1.5,1,0,-10.7365321898084,4.26346781019162,8,1,0.712781098775975,0.499573014517506,0.31208700731673
2,25,-34,-4.5,59,0,-4.5,0,1,-7.25051082343904,-7.25051082343904,8,1,-5.28721890122403,0.499573014517506,-2.68535107978831
1,125,0,62.5,125,25,37.5,1,0,54.1473763846354,29.1473763846354,8,1,36.712781098776,0.499573014517506,18.296715529947
3,0,-34,-17,34,-20,3,1,0,-12.7798334829903,7.22016651700965,8,1,2.21278109877598,0.499573014517506,1.06144652909299
3,0,-56,-28,56,-20,-8,0,1,-17.7785521299903,2.22144787000974,8,1,-8.78721890122402,0.499573014517506,-4.43385663059958
1,54,0,27,54,15,12,1,0,25.3551034202188,10.3551034202188,8,1,11.212781098776,0.499573014517506,5.55760365975055
2,25,-16,4.5,41,0,4.5,1,0,3.21107996508028,3.21107996508028,8,1,3.71278109877598,0.499573014517506,1.81080605086925
2,25,-16,4.5,41,0,4.5,1,0,3.21107996508028,3.21107996508028,8,1,3.71278109877598,0.499573014517506,1.81080605086925
3,0,-105,-52.5,105,-25,-27.5,0,1,-1097.60738798126,-1072.60738798126,9,0,-28.287218901224,-0.500426985482494,14.1116884875331
2,25,-16,4.5,41,0,4.5,1,0,1.87926451572753,1.87926451572753,9,0,3.71278109877598,-0.500426985482494,-1.90197504790673
3,0,-84,-42,84,-20,-22,0,1,-433.167597104021,-413.167597104021,9,0,-22.787218901224,-0.500426985482494,11.3593400673794
2,40,-80,-20,120,0,-20,0,1,-52.9924995268672,-52.9924995268672,9,0,-20.787218901224,-0.500426985482494,10.3584860964144
1,75,0,37.5,75,15,22.5,1,0,17.7689568832544,2.76895688325438,9,0,21.712781098776,-0.500426985482494,-10.9096607865916
1,125,0,62.5,125,25,37.5,1,0,20.3658788780947,-4.63412112190533,9,0,36.712781098776,-0.500426985482494,-18.416065568829
1,105,0,52.5,105,25,27.5,1,0,19.6657285972998,-5.33427140270016,9,0,26.712781098776,-0.500426985482494,-13.4117957140041
1,46,0,23,46,25,-2,0,1,14.138571398347,-10.861428601653,9,0,-2.78721890122402,-0.500426985482494,1.35080035772948
1,27,0,13.5,27,15,-1.5,0,1,10.032056318307,-4.96794368169303,9,0,-2.28721890122402,-0.500426985482494,1.10058686498824
2,25,-34,-4.5,59,0,-4.5,0,1,-10.4482419444008,-10.4482419444008,9,0,-5.28721890122403,-0.500426985482494,2.60186782143572
2,40,-8,16,48,0,16,1,0,11.5319368884688,11.5319368884688,9,0,15.212781098776,-0.500426985482494,-7.6568853809554
1,20,0,10,20,10,0,1,0,8.00078546407115,-1.99921453592885,9,0,-0.787218901224025,-0.500426985482494,0.349946386764496
3,0,-50,-25,50,-10,-15,0,1,-89.7516811985152,-79.7516811985152,9,0,-15.787218901224,-0.500426985482494,7.8563511690019
3,0,-84,-42,84,-30,-12,0,1,-433.167597104021,-403.167597104021,9,0,-12.787218901224,-0.500426985482494,6.35507021255442
3,0,-25,-12.5,25,-15,2.5,1,0,-22.6153707848441,-7.61537078484406,9,0,1.71278109877598,-0.500426985482494,-0.901121076941739
2,75,-150,-37.5,225,0,-37.5,0,1,-196.496989880277,-196.496989880277,9,0,-38.287218901224,-0.500426985482494,19.115958342358
2,55,-55,0,110,0,0,0,1,-19.6627619021293,-19.6627619021293,9,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,50,0,25,50,10,15,1,0,14.7955564464956,4.79555644649557,9,0,14.212781098776,-0.500426985482494,-7.15645839547291
3,0,-42,-21,42,-15,-6,0,1,-59.9836204803824,-44.9836204803824,9,0,-6.78721890122403,-0.500426985482494,3.35250829965946
2,40,-14,13,54,0,13,1,0,8.08892494700034,8.08892494700034,9,0,12.212781098776,-0.500426985482494,-6.15560442450792
1,74,0,37,74,30,7,0,1,17.6801707460731,-12.3198292539269,9,0,6.21278109877597,-0.500426985482494,-3.15304251161296
2,15,-3,6,18,0,6,1,0,5.31035538951098,5.31035538951098,9,0,5.21278109877597,-0.500426985482494,-2.65261552613047
2,25,-34,-4.5,59,0,-4.5,0,1,-10.4482419444008,-10.4482419444008,9,0,-5.28721890122403,-0.500426985482494,2.60186782143572
1,46,0,23,46,25,-2,1,0,14.138571398347,-10.861428601653,9,0,-2.78721890122402,-0.500426985482494,1.35080035772948
2,55,-49,3,104,0,3,0,1,-13.9147924557376,-13.9147924557376,9,0,2.21278109877598,-0.500426985482494,-1.15133456968299
2,75,-75,0,150,0,0,0,1,-37.8078033895891,-37.8078033895891,9,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,17,0,8.5,17,10,-1.5,0,1,7.02404378105431,-2.97595621894569,9,0,-2.28721890122402,-0.500426985482494,1.10058686498824
2,55,-55,0,110,0,0,0,1,-19.6627619021293,-19.6627619021293,9,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,75,0,37.5,75,15,22.5,1,0,17.7689568832544,2.76895688325438,9,0,21.712781098776,-0.500426985482494,-10.9096607865916
3,0,-126,-63,126,-30,-33,0,1,-2754.90608660015,-2724.90608660015,9,0,-33.787218901224,-0.500426985482494,16.8640369076868
1,126,0,63,126,30,33,0,1,20.3930738071733,-9.60692619282672,9,0,32.212781098776,-0.500426985482494,-16.1641441341578
3,0,-42,-21,42,-10,-11,0,1,-59.9836204803824,-49.9836204803824,9,0,-11.787218901224,-0.500426985482494,5.85464322707193
2,55,-55,0,110,0,0,0,1,-19.6627619021293,-19.6627619021293,9,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,63,0,31.5,63,20,11.5,0,1,16.5546337544365,-3.4453662455635,9,0,10.712781098776,-0.500426985482494,-5.40496394628418
2,15,-5,5,20,0,5,1,0,4.25905691606961,4.25905691606961,9,0,4.21278109877597,-0.500426985482494,-2.15218854064797
2,40,-8,16,48,0,16,1,0,11.5319368884688,11.5319368884688,9,0,15.212781098776,-0.500426985482494,-7.6568853809554
3,0,-17,-8.5,17,-10,1.5,0,1,-12.5877757838945,-2.58777578389455,9,0,0.712781098775975,-0.500426985482494,-0.400694091459245
2,75,-83,-4,158,0,-4,0,1,-48.5503372973,-48.5503372973,9,0,-4.78721890122403,-0.500426985482494,2.35165432869447
2,75,-67,4,142,0,4,0,1,-28.0875567453721,-28.0875567453721,9,0,3.21278109877598,-0.500426985482494,-1.65176155516548
1,50,0,25,50,25,0,0,1,14.7955564464956,-10.2044435535044,9,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,22,0,11,22,10,1,0,1,18.791494137214,8.79149413721403,9,1,0.212781098775975,0.499573014517506,0.0623005000579769
1,50,0,25,50,20,5,1,0,94.3081759595392,74.3081759595392,9,1,4.21278109877597,0.499573014517506,2.060592558128
2,15,-5,5,20,0,5,1,0,4.69413931470182,4.69413931470182,9,1,4.21278109877597,0.499573014517506,2.060592558128
1,74,0,37,74,30,7,1,0,299.314907813739,269.314907813739,9,1,6.21278109877597,0.499573014517506,3.05973858716301
1,50,0,25,50,30,-5,0,1,94.3081759595392,64.3081759595392,9,1,-5.78721890122403,0.499573014517506,-2.93513758704706
1,74,0,37,74,30,7,1,0,299.314907813739,269.314907813739,9,1,6.21278109877597,0.499573014517506,3.05973858716301
3,0,-63,-31.5,63,-20,-11.5,1,0,-27.4285419844373,-7.42854198443728,9,1,-12.287218901224,0.499573014517506,-6.18236218141085
3,0,-56,-28,56,-25,-3,1,0,-24.750584659006,0.249415340994023,9,1,-3.78721890122402,0.499573014517506,-1.93599155801205
2,55,-110,-27.5,165,0,-27.5,0,1,-49.2825141092364,-49.2825141092364,9,1,-28.287218901224,0.499573014517506,-14.175530413691
1,70,0,35,70,25,10,1,0,248.178495343808,223.178495343808,9,1,9.21278109877598,0.499573014517506,4.55845763071553
2,40,-31,4.5,71,0,4.5,1,0,1.3611285816893,1.3611285816893,9,1,3.71278109877598,0.499573014517506,1.81080605086925
3,0,-72,-36,72,-20,-16,0,1,-30.7499730689064,-10.7499730689064,9,1,-16.787218901224,0.499573014517506,-8.43044074673963
3,0,-20,-10,20,-10,0,1,0,-9.56320163653021,0.436798363469794,9,1,-0.787218901224025,0.499573014517506,-0.43727251445953
3,0,-46,-23,46,-25,2,1,0,-20.7755944458254,4.22440555417455,9,1,1.21278109877598,0.499573014517506,0.561873514575483
3,0,-150,-75,150,-30,-45,0,1,-54.5381754880501,-24.5381754880501,9,1,-45.787218901224,0.499573014517506,-22.9180581677473
1,74,0,37,74,30,7,1,0,299.314907813739,269.314907813739,9,1,6.21278109877597,0.499573014517506,3.05973858716301
3,0,-95,-47.5,95,-30,-17.5,0,1,-38.6513997782067,-8.65139977820674,9,1,-18.287218901224,0.499573014517506,-9.17980026851589
2,40,-8,16,48,0,16,1,0,14.045847272963,14.045847272963,9,1,15.212781098776,0.499573014517506,7.55589571782057
2,25,-9,8,34,0,8,1,0,7.14752375066877,7.14752375066877,9,1,7.21278109877597,0.499573014517506,3.55931160168052
3,0,-150,-75,150,-30,-45,0,1,-54.5381754880501,-24.5381754880501,9,1,-45.787218901224,0.499573014517506,-22.9180581677473
3,0,-44,-22,44,-20,-2,0,1,-19.9589052069077,0.0410947930923342,9,1,-2.78721890122402,0.499573014517506,-1.43641854349454
1,27,0,13.5,27,15,-1.5,1,0,26.3366007146845,11.3366007146845,9,1,-2.28721890122402,0.499573014517506,-1.18663203623579
3,0,-34,-17,34,-20,3,1,0,-15.7633642431785,4.23663575682153,9,1,2.21278109877598,0.499573014517506,1.06144652909299
2,55,-49,3,104,0,3,0,1,-3.7193436429855,-3.7193436429855,9,1,2.21278109877598,0.499573014517506,1.06144652909299
1,72,0,36,72,20,16,1,0,272.596908303906,252.596908303906,9,1,15.212781098776,0.499573014517506,7.55589571782057
1,108,0,54,108,30,24,1,0,1422.49113452642,1392.49113452642,9,1,23.212781098776,0.499573014517506,11.5524798339606
3,0,-42,-21,42,-25,4,1,0,-19.134832589474,5.86516741052596,9,1,3.21278109877598,0.499573014517506,1.5610195436105
1,32,0,16,32,10,6,1,0,35.7855090777395,25.7855090777395,9,1,5.21278109877597,0.499573014517506,2.56016557264551
3,0,-42,-21,42,-10,-11,0,1,-19.134832589474,-9.13483258947404,9,1,-11.787218901224,0.499573014517506,-5.9325756741521
1,72,0,36,72,20,16,1,0,272.596908303906,252.596908303906,9,1,15.212781098776,0.499573014517506,7.55589571782057
2,40,-80,-20,120,0,-20,0,1,-31.0555450719252,-31.0555450719252,9,1,-20.787218901224,0.499573014517506,-10.4287328048097
2,40,-8,16,48,0,16,1,0,14.045847272963,14.045847272963,9,1,15.212781098776,0.499573014517506,7.55589571782057
1,63,0,31.5,63,20,11.5,1,0,178.115558893291,158.115558893291,9,1,10.712781098776,0.499573014517506,5.30781715249179
3,0,-40,-20,40,-20,0,1,0,-18.303309843192,1.696690156808,9,1,-0.787218901224025,0.499573014517506,-0.43727251445953
3,0,-56,-28,56,-25,-3,0,1,-24.750584659006,0.249415340994023,9,1,-3.78721890122402,0.499573014517506,-1.93599155801205
3,0,-105,-52.5,105,-25,-27.5,0,1,-41.8398095425012,-16.8398095425012,9,1,-28.287218901224,0.499573014517506,-14.175530413691
3,0,-100,-50,100,-20,-30,0,1,-40.2635387086919,-20.2635387086919,9,1,-30.787218901224,0.499573014517506,-15.4244629499847
3,0,-60,-30,60,-30,0,1,0,-26.2911672959052,3.70883270409481,9,1,-0.787218901224025,0.499573014517506,-0.43727251445953
2,75,-48,13.5,123,0,13.5,1,0,4.14615708876231,4.14615708876231,9,1,12.712781098776,0.499573014517506,6.30696318152681
3,0,-42,-21,42,-10,-11,0,1,-19.134832589474,-9.13483258947404,9,1,-11.787218901224,0.499573014517506,-5.9325756741521
2,55,-74,-9.5,129,0,-9.5,0,1,-2.27149617840751,-2.27149617840751,10,0,-10.287218901224,-0.500426985482494,5.10400274884818
1,42,0,21,42,15,6,1,0,15.8772482607851,0.877248260785061,10,0,5.21278109877597,-0.500426985482494,-2.65261552613047
3,0,-90,-45,90,-25,-20,0,1,-34.7709789688342,-9.77097896883419,10,0,-20.787218901224,-0.500426985482494,10.3584860964144
1,105,0,52.5,105,25,27.5,1,0,27.5026612433313,2.50266124333129,10,0,26.712781098776,-0.500426985482494,-13.4117957140041
2,15,-15,0,30,0,0,1,0,0.393840447762662,0.393840447762662,10,0,-0.787218901224025,-0.500426985482494,0.349946386764496
3,0,-84,-42,84,-20,-22,0,1,-32.9908847620113,-12.9908847620113,10,0,-22.787218901224,-0.500426985482494,11.3593400673794
2,40,-44,-2,84,0,-2,1,0,1.07797426695495,1.07797426695495,10,0,-2.78721890122402,-0.500426985482494,1.35080035772948
2,40,-26,7,66,0,7,1,0,9.04164425092758,9.04164425092758,10,0,6.21278109877597,-0.500426985482494,-3.15304251161296
1,36,0,18,36,10,8,1,0,14.1389506122905,4.13895061229054,10,0,7.21278109877597,-0.500426985482494,-3.65346949709545
1,42,0,21,42,25,-4,0,1,15.8772482607851,-9.12275173921494,10,0,-4.78721890122403,-0.500426985482494,2.35165432869447
3,0,-72,-36,72,-20,-16,0,1,-29.2325519429044,-9.23255194290438,10,0,-16.787218901224,-0.500426985482494,8.35677815448439
2,15,-15,0,30,0,0,1,0,0.393840447762662,0.393840447762662,10,0,-0.787218901224025,-0.500426985482494,0.349946386764496
2,55,-49,3,104,0,3,1,0,7.81096738963831,7.81096738963831,10,0,2.21278109877598,-0.500426985482494,-1.15133456968299
3,0,-34,-17,34,-20,3,1,0,-15.3781357343923,4.62186426560773,10,0,2.21278109877598,-0.500426985482494,-1.15133456968299
1,18,0,9,18,10,-1,1,0,7.95554506896621,-2.04445493103379,10,0,-1.78721890122402,-0.500426985482494,0.850373372246989
2,55,-19,18,74,0,18,1,0,21.134202794825,21.134202794825,10,0,17.212781098776,-0.500426985482494,-8.65773935192039
1,47,0,23.5,47,15,8.5,1,0,17.2183545873989,2.21835458739888,10,0,7.71278109877597,-0.500426985482494,-3.9036829898367
3,0,-18,-9,18,-10,1,1,0,-8.5310336307971,1.4689663692029,10,0,0.212781098775975,-0.500426985482494,-0.150480598717998
3,0,-36,-18,36,-20,2,1,0,-16.1887248438767,3.81127515612331,10,0,1.21278109877598,-0.500426985482494,-0.650907584200492
1,44,0,22,44,20,2,0,1,16.424981262701,-3.57501873729895,10,0,1.21278109877598,-0.500426985482494,-0.650907584200492
3,0,-50,-25,50,-25,0,1,0,-21.5984816098568,3.40151839014316,10,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,60,0,30,60,30,0,0,1,20.2960527346757,-9.70394726532428,10,0,-0.787218901224025,-0.500426985482494,0.349946386764496
3,0,-126,-63,126,-30,-33,0,1,-44.2049300797667,-14.2049300797667,10,0,-33.787218901224,-0.500426985482494,16.8640369076868
3,0,-79,-39.5,79,-25,-14.5,0,1,-31.4577289526928,-6.45772895269277,10,0,-15.287218901224,-0.500426985482494,7.60613767626065
2,40,-14,13,54,0,13,1,0,14.6364183651046,14.6364183651046,10,0,12.212781098776,-0.500426985482494,-6.15560442450792
3,0,-33,-16.5,33,-15,-1.5,0,1,-14.9691789051807,0.0308210948192507,10,0,-2.28721890122402,-0.500426985482494,1.10058686498824
2,55,-28,13.5,83,0,13.5,1,0,16.9893439230521,16.9893439230521,10,0,12.712781098776,-0.500426985482494,-6.40581791724917
1,17,0,8.5,17,10,-1.5,0,1,7.56418960379391,-2.43581039620609,10,0,-2.28721890122402,-0.500426985482494,1.10058686498824
3,0,-100,-50,100,-20,-30,0,1,-37.5990303254978,-17.5990303254978,10,0,-30.787218901224,-0.500426985482494,15.3627559512393
1,47,0,23.5,47,15,8.5,0,1,17.2183545873989,2.21835458739888,10,0,7.71278109877597,-0.500426985482494,-3.9036829898367
3,0,-75,-37.5,75,-15,-22.5,1,0,-30.1976540315189,-15.1976540315189,10,0,-23.287218901224,-0.500426985482494,11.6095535601206
2,55,-42,6.5,97,0,6.5,1,0,10.7957830176805,10.7957830176805,10,0,5.71278109877597,-0.500426985482494,-2.90282901887171
1,20,0,10,20,10,0,0,1,8.72200923372409,-1.27799076627591,10,0,-0.787218901224025,-0.500426985482494,0.349946386764496
